+----------+---------------+---------------+
|session_id|min_final_price|max_final_price|
|3434      |25.4           |65.4           |
|8342      |30.77          |50.77          |
|2336      |21.49          |61.49          |
|412       |35.65          |45.65          |
|5063      |20.1           |60.1           |
|3312      |38.39          |68.39          |
|26        |18.16          |58.16          |
|564       |18.61          |58.61          |
|9886      |26.19          |66.19          |
|3842      |29.1           |29.1           |
|5698      |73.81          |73.81          |
|3618      |26.45          |56.45          |
|5804      |33.26          |73.26          |
|4090      |25.6           |45.6           |
|1916      |21.71          |61.71          |
|9833      |30.02          |70.02          |
|8997      |38.78          |68.78          |
|8771      |20             |30             |
|4076      |34.54          |74.54          |
|310       |29.4           |39.4           |
|37        |20.59          |60.59          |
|7306      |51.21          |71.21          |
|1962      |29.61          |49.61          |
|5362      |34.58          |64.58          |
|584       |31.67          |61.67          |
|2935      |37.13          |57.13          |
|2454      |24.77          |64.77          |
|1821      |33.69          |73.69          |
|806       |42.82          |72.82          |
|9294      |20.57          |60.57          |
|4468      |18.5           |58.5           |
|831       |42.53          |72.53          |
|2861      |22.4           |62.4           |
|6686      |25.62          |65.62          |
|9564      |30.21          |60.21          |
|9240      |18.09          |58.09          |
|9132      |33.57          |73.57          |
|6074      |19.59          |29.59          |
|7530      |44.03          |74.03          |
|6145      |16.43          |56.43          |
|9088      |30.22          |60.22          |
|6436      |24.82          |44.82          |
|6215      |33.91          |43.91          |
|4836      |41.63          |51.63          |
|4578      |44.87          |44.87          |
|6291      |19.5           |59.5           |
|45        |17.37          |57.37          |
|5777      |44.04          |74.04          |
|891       |17.59          |37.59          |
|9379      |33.71          |43.71          |
|4698      |15.85          |35.85          |
|3002      |19.48          |39.48          |
|3294      |28.95          |68.95          |
|3994      |19.65          |59.65          |
|9529      |25.58          |45.58          |
|5297      |30.65          |60.65          |
|1790      |52.3           |72.3           |
|1577      |34.62          |74.62          |
|36        |29.96          |29.96          |
|1802      |21.73          |61.73          |
|2558      |34.17          |74.17          |
|9326      |24.28          |64.28          |
|6444      |16.14          |36.14          |
|8787      |44.47          |64.47          |
|2283      |27.32          |67.32          |
|4914      |26.72          |66.72          |
|533       |24.47          |64.47          |
|7708      |18.45          |58.45          |
|3116      |18.64          |38.64          |
|5899      |23             |63             |
|9295      |37.67          |57.67          |
|6699      |28.67          |48.67          |
|3738      |16.26          |56.26          |
|5195      |29.21          |59.21          |
|9778      |56.88          |56.88          |
|9022      |52.37          |72.37          |
|6570      |33.9           |63.9           |
|7124      |34.76          |44.76          |
|5489      |29.68          |49.68          |
|5519      |16.55          |36.55          |
|1996      |17.07          |57.07          |
|7504      |17.4           |37.4           |
|9048      |16.48          |56.48          |
|5360      |29.71          |69.71          |
|6987      |30.11          |70.11          |
|9096      |31.12          |71.12          |
|2042      |51.01          |71.01          |
|6718      |25.45          |65.45          |
|7603      |32.4           |52.4           |
|7045      |16.52          |56.52          |
|1909      |31.61          |31.61          |
|6689      |30.13          |70.13          |
|3746      |57.47          |57.47          |
|1080      |19.8           |59.8           |
|6953      |20.99          |60.99          |
|6283      |32.51          |62.51          |
|2031      |23.88          |33.88          |
|7462      |28.24          |68.24          |
|3400      |17.44          |57.44          |
|3643      |24.14          |64.14          |
|2309      |31.69          |71.69          |
|4930      |32.75          |52.75          |
|2399      |31.18          |71.18          |
|8597      |28.34          |48.34          |
|5512      |23.76          |63.76          |
|8879      |27.31          |67.31          |
|760       |70.35          |70.35          |
|7500      |39.06          |69.06          |
|9469      |40.32          |70.32          |
|218       |21.71          |61.71          |
|8821      |32.53          |62.53          |
|1515      |33.66          |53.66          |
|6673      |33.78          |63.78          |
|3443      |23.38          |43.38          |
|671       |34.47          |74.47          |
|3719      |15.01          |55.01          |
|7149      |33.23          |63.23          |
|4804      |31.66          |41.66          |
|3630      |21.58          |61.58          |
|2949      |33.6           |63.6           |
|6621      |29.46          |39.46          |
|4748      |26.69          |36.69          |
|2623      |25.25          |45.25          |
|6678      |19.67          |59.67          |
|3179      |40.39          |50.39          |
|1478      |30.22          |70.22          |
|9509      |37.1           |37.1           |
|4018      |31             |41             |
|1964      |25.12          |25.12          |
|2723      |32.97          |72.97          |
|6212      |30.67          |70.67          |
|5550      |26.91          |66.91          |
|4019      |15.55          |55.55          |
|3177      |28.18          |38.18          |
|867       |29.03          |69.03          |
|190       |28.5           |68.5           |
|8141      |28.67          |48.67          |
|4304      |26.11          |66.11          |
|2870      |26.92          |26.92          |
|6598      |21.93          |61.93          |
|5860      |25.4           |55.4           |
|3478      |22.07          |62.07          |
|6507      |25.29          |45.29          |
|7608      |22.9           |62.9           |
|670       |15.36          |55.36          |
|5993      |30.14          |70.14          |
|3825      |41.36          |71.36          |
|5882      |25.97          |55.97          |
|3550      |24.01          |34.01          |
|9292      |23.44          |43.44          |
|5261      |20.4           |40.4           |
|3798      |18.33          |38.33          |
|9909      |17.01          |57.01          |
|3885      |27.75          |67.75          |
|3569      |16.08          |56.08          |
|8649      |42.85          |42.85          |
|2463      |32.46          |72.46          |
|2392      |19.49          |59.49          |
|1475      |34.94          |34.94          |
|8845      |23.06          |63.06          |
|9717      |34.13          |74.13          |
|3868      |72.19          |72.19          |
|1604      |34.19          |74.19          |
|8279      |25.68          |35.68          |
|4708      |16.38          |16.38          |
|6389      |15.81          |35.81          |
|4499      |23.55          |63.55          |
|6676      |30.81          |70.81          |
|4559      |21.96          |41.96          |
|2523      |20.74          |60.74          |
|8674      |32.98          |72.98          |
|257       |25.92          |35.92          |
|1122      |39.02          |49.02          |
|9440      |30.5           |70.5           |
|7618      |28.46          |28.46          |
|1485      |40.04          |70.04          |
|4208      |30.46          |70.46          |
|7039      |15.5           |25.5           |
|9698      |35.09          |65.09          |
|8888      |31.96          |71.96          |
|2300      |34.82          |74.82          |
|7995      |16.52          |56.52          |
|2115      |16.75          |56.75          |
|5612      |19.55          |59.55          |
|9905      |28.67          |68.67          |
|3955      |32.78          |52.78          |
|6882      |23.22          |43.22          |
|3601      |63.52          |63.52          |
|3218      |24.17          |44.17          |
|728       |16.15          |56.15          |
|5487      |35.63          |65.63          |
|6097      |20.61          |60.61          |
|4190      |21.21          |61.21          |
|3770      |15.78          |35.78          |
|9992      |22.27          |42.27          |
|6394      |15.48          |55.48          |
|1501      |20.86          |60.86          |
|6245      |29.22          |29.22          |
|5113      |18.43          |58.43          |
|3206      |17.92          |57.92          |
|2291      |28.99          |48.99          |
|1468      |21.18          |31.18          |
|2071      |31.55          |41.55          |
|1464      |32.08          |72.08          |
|7289      |29.24          |69.24          |
|7086      |34.27          |54.27          |
|6308      |21.05          |41.05          |
|9369      |51.06          |71.06          |
|2735      |37.74          |67.74          |
|9995      |26.42          |66.42          |
|8703      |20.82          |60.82          |
|698       |16.63          |36.63          |
|9483      |28.14          |68.14          |
|8978      |25.94          |65.94          |
|6048      |30.3           |70.3           |
|2853      |28.7           |68.7           |
|9080      |19.11          |59.11          |
|6537      |22.12          |62.12          |
|7436      |27.02          |67.02          |
|5834      |26.94          |66.94          |
|2439      |19.27          |39.27          |
|2176      |19.38          |59.38          |
|6428      |23.39          |63.39          |
|2059      |30.56          |50.56          |
|8689      |34.45          |44.45          |
|8487      |34.8           |64.8           |
|1196      |32.11          |72.11          |
|6829      |27.55          |67.55          |
|3757      |31.49          |71.49          |
|6433      |28.57          |68.57          |
|5748      |21.38          |31.38          |
|2229      |25.32          |65.32          |
|6038      |18.74          |28.74          |
|9619      |28.15          |48.15          |
|3153      |16.73          |56.73          |
|9682      |33.83          |73.83          |
|7998      |18.58          |58.58          |
|8121      |26.02          |66.02          |
|7419      |43.68          |73.68          |
|3164      |34.67          |54.67          |
|8219      |30             |60             |
|735       |15.12          |55.12          |
|2672      |26.25          |66.25          |
|9579      |28.17          |68.17          |
|6093      |31.72          |71.72          |
|5507      |27.71          |57.71          |
|2529      |71.89          |71.89          |
|5947      |25.09          |65.09          |
|6536      |21.45          |41.45          |
|3338      |23.95          |43.95          |
|6509      |16.01          |56.01          |
|6873      |33.79          |73.79          |
|9658      |22.74          |62.74          |
|4034      |26.75          |66.75          |
|2011      |21.22          |61.22          |
|9109      |20.84          |60.84          |
|1381      |25.25          |55.25          |
|381       |23.57          |43.57          |
|8193      |17.47          |57.47          |
|597       |34.25          |44.25          |
|193       |19.47          |59.47          |
|5988      |48.47          |48.47          |
|1012      |21.21          |61.21          |
|3045      |27.13          |67.13          |
|9418      |37.93          |67.93          |
|1087      |19.17          |59.17          |
|9581      |23.74          |63.74          |
|8958      |30.11          |70.11          |
|1457      |30.2           |70.2           |
|1635      |18.24          |58.24          |
|709       |18             |38             |
|8211      |41.39          |71.39          |
|8072      |28.23          |68.23          |
|7746      |40.16          |50.16          |
|2665      |29.5           |69.5           |
|7456      |21.54          |61.54          |
|6799      |25.61          |65.61          |
|2001      |17.05          |57.05          |
|5095      |49.43          |69.43          |
|3425      |61.54          |61.54          |
|1117      |15.3           |35.3           |
|2897      |21.95          |61.95          |
|557       |37.36          |57.36          |
|5145      |41.16          |71.16          |
|4362      |40.18          |70.18          |
|3180      |30.76          |50.76          |
|9867      |20.53          |30.53          |
|1081      |20.25          |60.25          |
|9451      |33.67          |73.67          |
|7384      |30.15          |70.15          |
|6003      |20.23          |40.23          |
|2915      |26.67          |36.67          |
|9372      |21.58          |31.58          |
|4665      |27.22          |67.22          |
|3394      |32.7           |52.7           |
|4642      |33.47          |73.47          |
|5248      |17.25          |37.25          |
|8061      |37.02          |47.02          |
|4828      |39.57          |69.57          |
|1696      |25.23          |65.23          |
|1824      |73.26          |73.26          |
|4598      |30.36          |70.36          |
|6092      |35.37          |65.37          |
|8733      |35.4           |65.4           |
|9156      |33.19          |73.19          |
|7661      |33.71          |63.71          |
|6011      |24.68          |64.68          |
|3142      |28.48          |68.48          |
|2131      |34             |74             |
|6838      |44             |74             |
|1376      |29.73          |69.73          |
|9659      |26.68          |66.68          |
|3435      |16.26          |56.26          |
|1897      |37.48          |67.48          |
|6666      |29.1           |59.1           |
|6182      |19.58          |59.58          |
|5870      |26.89          |36.89          |
|3303      |31.65          |61.65          |
|6808      |29.95          |59.95          |
|6513      |22.81          |62.81          |
|6427      |22.92          |62.92          |
|3479      |28.07          |68.07          |
|2496      |49.49          |69.49          |
|6638      |36.81          |66.81          |
|3883      |30.79          |70.79          |
|7632      |29.16          |69.16          |
|1456      |22.33          |32.33          |
|6232      |23.62          |43.62          |
|3174      |30.27          |70.27          |
|6843      |25.86          |55.86          |
|543       |30.33          |70.33          |
|7803      |49.44          |69.44          |
|1562      |29.7           |69.7           |
|9159      |49.04          |69.04          |
|8611      |27.06          |57.06          |
|8431      |17.46          |57.46          |
|6867      |23.55          |63.55          |
|4300      |46.96          |66.96          |
|6590      |19.09          |59.09          |
|4186      |18.63          |58.63          |
|687       |26.58          |66.58          |
|2136      |18.11          |58.11          |
|8092      |30.06          |40.06          |
|9170      |47.64          |47.64          |
|2798      |44.71          |54.71          |
|288       |29.06          |69.06          |
|4572      |34.73          |54.73          |
|8484      |19.93          |59.93          |
|5674      |31.31          |51.31          |
|5399      |38.2           |58.2           |
|7877      |23.36          |63.36          |
|8450      |27.48          |57.48          |
|5277      |42.42          |72.42          |
|5972      |35.85          |65.85          |
|5580      |39.37          |39.37          |
|7783      |31.16          |61.16          |
|5563      |18.57          |58.57          |
|1672      |38.61          |68.61          |
|3421      |22.93          |32.93          |
|2378      |39.63          |49.63          |
|6759      |31.71          |51.71          |
|2753      |30.26          |70.26          |
|6082      |38.36          |38.36          |
|5567      |32.26          |52.26          |
|2717      |31.32          |71.32          |
|2838      |27.48          |67.48          |
|9637      |18.35          |58.35          |
|895       |20.79          |60.79          |
|8520      |21.24          |61.24          |
|8957      |34.75          |54.75          |
|7554      |15.85          |55.85          |
|7318      |20.04          |40.04          |
|7855      |55.43          |55.43          |
|7171      |41.4           |71.4           |
|2874      |25.17          |65.17          |
|1794      |38.66          |68.66          |
|7352      |15.67          |35.67          |
|4127      |31.86          |71.86          |
|8015      |29.13          |69.13          |
|2793      |49.94          |69.94          |
|8388      |30.56          |50.56          |
|3723      |23.32          |63.32          |
|9382      |20.6           |60.6           |
|7683      |26.9           |66.9           |
|6098      |38.28          |48.28          |
|7529      |33.97          |73.97          |
|8411      |28.22          |48.22          |
|3496      |16.59          |36.59          |
|8580      |44.19          |44.19          |
|2411      |25.46          |45.46          |
|2261      |31.27          |71.27          |
|6289      |39.95          |49.95          |
|8054      |20.43          |60.43          |
|6079      |16.3           |26.3           |
|2898      |33.43          |73.43          |
|7586      |21.89          |41.89          |
|342       |24.38          |64.38          |
|3661      |33.31          |73.31          |
|7351      |18.02          |58.02          |
|4589      |21.97          |61.97          |
|4569      |33.1           |73.1           |
|7205      |31.47          |71.47          |
|5042      |32.43          |72.43          |
|1271      |16.62          |36.62          |
|7729      |30.31          |70.31          |
|3381      |44.84          |54.84          |
|9424      |29.97          |69.97          |
|46        |20.43          |40.43          |
|7382      |23.1           |63.1           |
|5476      |28.54          |68.54          |
|7442      |27.68          |57.68          |
|586       |24.56          |64.56          |
|2317      |30.23          |60.23          |
|1412      |22.46          |62.46          |
|260       |26.4           |66.4           |
|2820      |34.09          |74.09          |
|4256      |25.49          |65.49          |
|2184      |27.95          |47.95          |
|6026      |31.17          |71.17          |
|2515      |31.93          |71.93          |
|8950      |33.54          |73.54          |
|5965      |54.58          |74.58          |
|1033      |32.72          |62.72          |
|425       |21.12          |61.12          |
|5485      |21.91          |21.91          |
|4315      |28.06          |68.06          |
|8599      |32.48          |72.48          |
|5886      |15.3           |25.3           |
|5355      |29.15          |69.15          |
|8025      |20.68          |20.68          |
|6811      |47.94          |67.94          |
|1350      |27.99          |67.99          |
|4889      |28.59          |28.59          |
|2436      |21.23          |61.23          |
|653       |20.66          |40.66          |
|4422      |23.54          |63.54          |
|2964      |19.29          |59.29          |
|8017      |23.92          |63.92          |
|9937      |35.25          |45.25          |
|612       |42.22          |62.22          |
|486       |26.29          |46.29          |
|1528      |29.1           |69.1           |
|765       |25.01          |65.01          |
|1277      |16.98          |56.98          |
|887       |15.87          |55.87          |
|4957      |16.81          |36.81          |
|3265      |34.44          |74.44          |
|4775      |37.64          |47.64          |
|8129      |25.35          |45.35          |
|6682      |20.12          |60.12          |
|386       |25.15          |65.15          |
|9837      |21.08          |61.08          |
|6959      |42.26          |42.26          |
|6902      |23.94          |43.94          |
|1797      |15.81          |55.81          |
|433       |33.86          |53.86          |
|364       |25.81          |65.81          |
|5874      |30.47          |70.47          |
|5354      |40.02          |70.02          |
|5861      |30.26          |70.26          |
|1123      |22.98          |62.98          |
|9204      |29.42          |69.42          |
|92        |29.71          |69.71          |
|5614      |28.94          |68.94          |
|541       |20.89          |60.89          |
|1517      |16.73          |56.73          |
|437       |43.61          |73.61          |
|4859      |26.82          |66.82          |
|998       |32.11          |72.11          |
|5593      |33.49          |73.49          |
|4445      |39.02          |69.02          |
|8952      |29.8           |69.8           |
|5307      |23.36          |63.36          |
|5008      |38.35          |68.35          |
|6128      |29.13          |69.13          |
|2624      |34.39          |74.39          |
|665       |18.79          |58.79          |
|6267      |25.23          |55.23          |
|1547      |27.75          |57.75          |
|311       |26.34          |46.34          |
|2372      |20.15          |60.15          |
|103       |46.75          |66.75          |
|4839      |23.14          |63.14          |
|4431      |54.86          |74.86          |
|5901      |19.51          |59.51          |
|2738      |34.18          |54.18          |
|875       |19.11          |39.11          |
|7851      |42.09          |42.09          |
|6418      |19.98          |59.98          |
|1255      |26.75          |66.75          |
|9518      |28.03          |68.03          |
|7237      |61.98          |61.98          |
|7653      |30.97          |70.97          |
|9465      |34.27          |74.27          |
|4763      |24.12          |64.12          |
|5938      |21.49          |61.49          |
|7259      |26.99          |66.99          |
|6543      |33.51          |53.51          |
|1322      |26.65          |46.65          |
|5016      |18.2           |58.2           |
|1761      |38.88          |58.88          |
|196       |16.63          |56.63          |
|8686      |71.41          |71.41          |
|291       |34.43          |54.43          |
|2376      |28.56          |68.56          |
|2194      |43.17          |73.17          |
|8024      |26.45          |56.45          |
|8923      |31.53          |51.53          |
|6737      |17.16          |57.16          |
|3327      |34.83          |64.83          |
|9655      |24.5           |44.5           |
|3003      |27.72          |67.72          |
|5666      |22.71          |62.71          |
|5654      |24.55          |64.55          |
|61        |29.37          |69.37          |
|2851      |37.9           |37.9           |
|6170      |27.2           |67.2           |
|3127      |25.3           |65.3           |
|4458      |28.76          |58.76          |
|3529      |29.94          |69.94          |
|2122      |32             |72             |
|9324      |34.41          |54.41          |
|3278      |36.14          |66.14          |
|9173      |40.66          |60.66          |
|3123      |18.02          |38.02          |
|4195      |44.45          |74.45          |
|705       |40.59          |70.59          |
|3114      |27.28          |47.28          |
|171       |15.32          |55.32          |
|1729      |28.32          |48.32          |
|3049      |15.56          |55.56          |
|9849      |31.9           |71.9           |
|347       |22.06          |62.06          |
|8100      |29.26          |69.26          |
|2079      |23.7           |63.7           |
|9407      |32.98          |62.98          |
|636       |34.82          |74.82          |
|8309      |45.72          |45.72          |
|8875      |34.03          |74.03          |
|2424      |19.18          |39.18          |
|3946      |33.18          |63.18          |
|5759      |25.08          |65.08          |
|9997      |31.53          |71.53          |
|6704      |27.22          |67.22          |
|1387      |27.66          |47.66          |
|9063      |23.34          |43.34          |
|8285      |23.8           |63.8           |
|3386      |53.51          |73.51          |
|6604      |30.97          |50.97          |
|7048      |18.92          |38.92          |
|4136      |41.87          |71.87          |
|3556      |38.15          |48.15          |
|9361      |27.1           |37.1           |
|2004      |29.09          |59.09          |
|1369      |26.61          |66.61          |
|14        |20.79          |60.79          |
|9218      |27.06          |67.06          |
|109       |22.02          |62.02          |
|2343      |19.37          |39.37          |
|5904      |16.44          |56.44          |
|5010      |29.23          |29.23          |
|3334      |30.96          |70.96          |
|2248      |30.35          |70.35          |
|133       |17.05          |57.05          |
|9196      |35.81          |35.81          |
|6316      |25.02          |55.02          |
|6317      |20.46          |60.46          |
|8409      |21.12          |61.12          |
|3631      |34.27          |74.27          |
|8035      |31.26          |71.26          |
|3894      |39.5           |49.5           |
|2483      |38.16          |68.16          |
|2484      |62.35          |62.35          |
|301       |26.4           |56.4           |
|6940      |23.43          |43.43          |
|6367      |24.32          |64.32          |
|1011      |40.11          |40.11          |
|5384      |22.68          |32.68          |
|4503      |19.38          |59.38          |
|4874      |16.89          |36.89          |
|2188      |21.7           |41.7           |
|4442      |32.33          |42.33          |
|5959      |30.9           |70.9           |
|8069      |21.08          |61.08          |
|2088      |30.57          |70.57          |
|2081      |35             |55             |
|9931      |32.57          |72.57          |
|6224      |22.68          |62.68          |
|4540      |35.14          |45.14          |
|3439      |16.26          |36.26          |
|6357      |30.71          |70.71          |
|4824      |26.58          |26.58          |
|432       |21.88          |61.88          |
|5242      |32.73          |72.73          |
|3104      |31.47          |71.47          |
|8662      |29.42          |29.42          |
|2239      |30.68          |70.68          |
|1347      |30.16          |70.16          |
|8124      |15.28          |35.28          |
|9850      |31.69          |71.69          |
|3684      |18.57          |38.57          |
|6494      |18.28          |58.28          |
|4513      |32.48          |62.48          |
|1392      |38.01          |58.01          |
|8527      |24.56          |44.56          |
|8931      |21.3           |41.3           |
|8541      |24.57          |34.57          |
|7244      |24.43          |64.43          |
|71        |25.21          |35.21          |
|8791      |33.9           |73.9           |
|9070      |15.44          |55.44          |
|4983      |30.19          |70.19          |
|146       |34.59          |74.59          |
|80        |24.87          |44.87          |
|8013      |40.51          |60.51          |
|3881      |43.12          |73.12          |
|6288      |33.69          |73.69          |
|6352      |26.73          |46.73          |
|8419      |17.16          |57.16          |
|1676      |18.2           |38.2           |
|9333      |21.06          |61.06          |
|7006      |41.53          |71.53          |
|3423      |16.27          |56.27          |
|3060      |41.03          |71.03          |
|1386      |32.14          |62.14          |
|9843      |25.11          |65.11          |
|751       |25.02          |55.02          |
|7952      |32.21          |62.21          |
|6651      |30.67          |70.67          |
|5358      |28.5           |48.5           |
|3433      |22.66          |42.66          |
|1892      |21.96          |61.96          |
|262       |25.15          |65.15          |
|3360      |31.8           |61.8           |
|4851      |26.02          |46.02          |
|4077      |34.35          |74.35          |
|399       |34.94          |74.94          |
|238       |33.06          |53.06          |
|8988      |17.85          |37.85          |
|8621      |32.05          |52.05          |
|7247      |24.87          |64.87          |
|3810      |37.5           |67.5           |
|7077      |18.54          |58.54          |
|2258      |33.23          |53.23          |
|124       |28.86          |38.86          |
|7522      |33.87          |43.87          |
|798       |17.51          |57.51          |
|8996      |41.19          |41.19          |
|8722      |19.61          |59.61          |
|2596      |26.31          |66.31          |
|2212      |43.54          |43.54          |
|8922      |18.21          |38.21          |
|3372      |33.21          |63.21          |
|1623      |34.53          |74.53          |
|4744      |22.13          |42.13          |
|2696      |20.08          |60.08          |
|5473      |21.55          |61.55          |
|4767      |23.36          |43.36          |
|5980      |15.31          |55.31          |
|5743      |29.45          |49.45          |
|3551      |24.98          |64.98          |
|8763      |28.88          |68.88          |
|2895      |32.4           |42.4           |
|2671      |43.23          |73.23          |
|8137      |30.94          |70.94          |
|3694      |29.87          |29.87          |
|7097      |27.14          |37.14          |
|6009      |15.26          |35.26          |
|4354      |33.57          |73.57          |
|3115      |26.27          |56.27          |
|8626      |19.84          |39.84          |
|1116      |39.85          |59.85          |
|9630      |25.31          |65.31          |
|2790      |22.52          |62.52          |
|404       |27.79          |47.79          |
|7212      |47.32          |67.32          |
|8449      |21.31          |61.31          |
|2909      |23.55          |63.55          |
|2968      |25.06          |65.06          |
|4384      |16.58          |56.58          |
|5266      |16.81          |56.81          |
|616       |26.01          |66.01          |
|6552      |28.99          |68.99          |
|4612      |28.09          |68.09          |
|2282      |34.27          |64.27          |
|4282      |23.91          |63.91          |
|6622      |34.32          |44.32          |
|2437      |29.33          |69.33          |
|8019      |25.53          |55.53          |
|5044      |18.04          |58.04          |
|3004      |40.5           |60.5           |
|4777      |20.32          |60.32          |
|3859      |32.79          |72.79          |
|5559      |27.23          |57.23          |
|1876      |43.01          |73.01          |
|163       |42.72          |42.72          |
|1103      |29.26          |69.26          |
|669       |22.14          |62.14          |
|352       |25.13          |45.13          |
|2885      |44.31          |74.31          |
|1512      |25.55          |65.55          |
|362       |28.73          |68.73          |
|4782      |37.14          |47.14          |
|6606      |23.49          |43.49          |
|4366      |33.79          |73.79          |
|8551      |24.37          |44.37          |
|8519      |17.24          |37.24          |
|688       |33.47          |73.47          |
|2048      |27.69          |57.69          |
|9737      |29.72          |69.72          |
|111       |33.57          |73.57          |
|7977      |33.56          |73.56          |
|2202      |29.21          |49.21          |
|1709      |36.75          |36.75          |
|9675      |32.16          |72.16          |
|5717      |39.19          |69.19          |
|8226      |35.88          |65.88          |
|2052      |25.45          |65.45          |
|5239      |24.42          |64.42          |
|4524      |21.78          |61.78          |
|1879      |42.51          |62.51          |
|655       |15.37          |55.37          |
|9925      |41.48          |41.48          |
|3408      |39.72          |69.72          |
|3930      |30.64          |70.64          |
|3544      |29.54          |69.54          |
|1225      |19.36          |39.36          |
|3225      |25.63          |65.63          |
|7671      |19.71          |59.71          |
|8263      |23.01          |63.01          |
|1731      |15.85          |35.85          |
|8523      |24.54          |64.54          |
|4367      |67.98          |67.98          |
|4858      |15.17          |55.17          |
|9296      |22.5           |62.5           |
|995       |21.27          |61.27          |
|8439      |27.28          |57.28          |
|7029      |26.97          |56.97          |
|6391      |23.06          |63.06          |
|3938      |29.07          |59.07          |
|2359      |33.3           |53.3           |
|6505      |18.03          |58.03          |
|9046      |30.86          |70.86          |
|9160      |19.1           |39.1           |
|3697      |23.09          |63.09          |
|9722      |34.93          |74.93          |
|5411      |28.92          |48.92          |
|7190      |30.05          |60.05          |
|7470      |34.72          |74.72          |
|8318      |32.74          |52.74          |
|9221      |25.28          |55.28          |
|5856      |21.68          |61.68          |
|4105      |19.06          |59.06          |
|51        |15.03          |55.03          |
|8300      |22.6           |62.6           |
|1898      |17.96          |57.96          |
|6906      |19.5           |59.5           |
|350       |22.06          |62.06          |
|6108      |34.95          |64.95          |
|2425      |25.45          |65.45          |
|7970      |16.5           |56.5           |
|2080      |34.56          |64.56          |
|3817      |35.56          |35.56          |
|5590      |34.5           |74.5           |
|2128      |28.95          |68.95          |
|8651      |32.54          |62.54          |
|1136      |32.86          |52.86          |
|4056      |26.05          |36.05          |
|8834      |43.61          |73.61          |
|9149      |24.47          |64.47          |
|8540      |24.32          |44.32          |
|929       |17.14          |57.14          |
|3793      |19.94          |59.94          |
|7032      |27.47          |67.47          |
|6563      |21.85          |61.85          |
|1493      |25.84          |35.84          |
|5419      |27.22          |67.22          |
|2038      |33             |73             |
|8562      |26.91          |46.91          |
|9869      |21.6           |61.6           |
|5350      |21.26          |61.26          |
|2855      |57.86          |57.86          |
|1963      |27.58          |47.58          |
|7020      |25.76          |25.76          |
|8198      |16.04          |56.04          |
|6660      |28.31          |68.31          |
|9269      |31.41          |61.41          |
|6528      |29.89          |69.89          |
|632       |16.76          |56.76          |
|5141      |26.63          |56.63          |
|440       |37.37          |57.37          |
|6030      |16.09          |56.09          |
|6999      |23.89          |63.89          |
|8436      |31.48          |51.48          |
|160       |30.2           |50.2           |
|644       |22.14          |62.14          |
|7473      |39.34          |69.34          |
|3093      |19.07          |39.07          |
|6946      |20.68          |60.68          |
|4518      |15.43          |35.43          |
|9238      |42.92          |62.92          |
|4841      |46.45          |66.45          |
|5998      |20.05          |60.05          |
|5769      |32.52          |72.52          |
|3997      |34.95          |64.95          |
|9179      |42.42          |72.42          |
|6257      |28.3           |68.3           |
|5414      |21.36          |61.36          |
|1143      |28.29          |68.29          |
|2352      |23.83          |63.83          |
|1644      |29.28          |29.28          |
|7181      |24.26          |44.26          |
|5606      |29.15          |59.15          |
|4696      |37.12          |67.12          |
|8856      |26.13          |66.13          |
|6986      |21.6           |41.6           |
|8217      |33.61          |73.61          |
|5750      |21.61          |41.61          |
|9766      |31.23          |51.23          |
|8247      |26.54          |36.54          |
|8684      |27.38          |57.38          |
|3476      |20.06          |60.06          |
|5692      |20.34          |60.34          |
|7189      |22.87          |42.87          |
|5447      |28.21          |48.21          |
|1984      |18.82          |58.82          |
|4271      |34.65          |74.65          |
|3761      |33.09          |53.09          |
|6534      |30.89          |70.89          |
|2168      |29.81          |69.81          |
|7290      |32.23          |72.23          |
|1662      |25.5           |65.5           |
|3078      |29.44          |69.44          |
|2796      |20.77          |60.77          |
|1118      |16.58          |56.58          |
|1990      |23.17          |63.17          |
|241       |15.08          |35.08          |
|6096      |17.68          |57.68          |
|5117      |30.93          |60.93          |
|4298      |16.27          |36.27          |
|3732      |33.02          |53.02          |
|2891      |39.61          |69.61          |
|8731      |26.39          |66.39          |
|8060      |18.29          |38.29          |
|5349      |25.66          |45.66          |
|4925      |34.23          |44.23          |
|4750      |34.72          |54.72          |
|4332      |29.45          |69.45          |
|3769      |44.85          |74.85          |
|7582      |33.7           |63.7           |
|2890      |27.78          |67.78          |
|7824      |19.1           |59.1           |
|8033      |26.06          |56.06          |
|9076      |44.61          |74.61          |
|8113      |17.44          |57.44          |
|699       |44.83          |74.83          |
|7889      |20.44          |60.44          |
|1936      |22.79          |62.79          |
|8640      |54.23          |74.23          |
|75        |26.04          |66.04          |
|4479      |20.02          |60.02          |
|5794      |17.63          |57.63          |
|3186      |16.97          |56.97          |
|344       |15.65          |55.65          |
|8604      |24.47          |64.47          |
|1078      |23.13          |63.13          |
|7874      |40.53          |70.53          |
|6500      |31.23          |61.23          |
|7795      |40.51          |70.51          |
|9598      |22.68          |62.68          |
|1279      |34.62          |74.62          |
|1403      |23.29          |43.29          |
|6814      |20.63          |40.63          |
|2528      |64.4           |64.4           |
|4738      |33.76          |53.76          |
|9312      |24.9           |34.9           |
|6925      |25.6           |55.6           |
|9796      |16.53          |56.53          |
|3635      |31.7           |71.7           |
|5296      |23.7           |63.7           |
|7965      |15.17          |55.17          |
